"","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Offers"
"9935",0.73,"AGSL","VS2","E","Excellent",59.2,NA,NA,"5.91*5.96x3.52","Very good","Botswana","Princess","Very good",NA,"1",NA
"9940",0.72,"AGSL","SI2","D","Excellent",61.8,"None",NA,"5.75x5.78x3.56","Excellent","South Africa","Round","Excellent",57,"3",NA
"9943",0.72,"AGSL","SI1","E","Excellent",62.3,"None",NA,"5.71x5.74x3.56","Excellent","Australia","Oval","Excellent",57,"1",NA
"9947",0.72,"AGSL","SI2","F","Excellent",61.6,"Faint",NA,"5.76x5.79x3.56","Excellent","Russia","Round","Excellent",NA,"1",NA
"9958",0.72,"AGSL","SI2","F","Excellent",NA,"None",NA,"5.8x5.81x3.5","Very good","Other/Unknown","Round","Very good",59,"1",NA
"9964",0.71,"AGSL","SI2","F","Excellent",61.3,"Faint",NA,"5.73x5.77x3.53","Excellent","DR Congo","Round","Excellent",57,"1",NA
"9970",0.71,"AGSL","I1","E","Very good",NA,NA,NA,"5.62x5.63x3.56","Excellent","Botswana","Round","Very good",57,"1",NA
"9971",0.71,"NA","SI2","F","Very good",59.6,"None",NA,"5.81x5.82-3.47","Very good","Angola","Asscher","Very good",NA,"1",NA
"9973",0.71,"AGSL","SI1","D","Excellent",60.6,"None",FALSE,"5.76x5.8x3.5","Excellent","Botswana","Princess","Excellent",58,"1",NA
"9975",0.71,"AGSL","SI2","E","Excellent",60.9,"None",NA,"5.75x5.78x3.51","Excellent","Other/Unknown","Round","Excellent",58,"1",NA
"9989",0.7,"AGSL","VS2","E","Very good",62.9,"Medium",NA,"5.63*5.69x3.56","Very good","Russia","Marquis","Very good",NA,"2",NA
"9992",0.7,"AGSL","VS2","D","Very good",59.3,"None",NA,"5.77x5.79x3.43","Very good","Botswana","Round","Very good",60,"1",NA
"9994",0.7,"AGSL","SI2","F","Excellent",59.7,"None",NA,"5.74x5.77x3.44","Excellent","Russia","Oval","Excellent",60,"1",NA
"9995",0.7,"AGSL","SI2","F","Very good",59.5,"None",NA,"5.71X5.73x3.4","Very good","Canada","Round","Very good",NA,"1",NA
"9998",0.4,"AGSL","SI1","E","Excellent",61,"None",NA,"4.76x4.78x2.91","Excellent","DR Congo","Oval","Excellent",58,"1",NA
"10003",0.4,"AGSL","SI2","E","Excellent",60.3,"None",NA,"4.79x4.81x2.89","Excellent","Zimbabwe","Emerald","Very good",59,"1",NA
"10004",0.4,"AGSL","VS1","E","Excellent",NA,"None",NA,"4.73x4.75x2.88","Excellent","Canada","Asscher","Very good",NA,"1",NA
"10006",0.4,"AGSL","SI1","I","Excellent",61.2,NA,NA,"4.76x4.78x2.92","Excellent","Russia","Emerald","Excellent",NA,"1",NA
"10013",2.01,"AGSL","SI2","L","Excellent",62.5,"None",NA,"8x8.07+5.02","Excellent","Australia","Asscher","Excellent",56,"2",NA
"10016",2.01,"AGSL","SI2","J","Very good",63,"Faint",NA,"7.99x8.03x5.04","Very good","Russia","Round","Very good",56,"3",NA
"10017",2.01,"AGSL","SI2","L","Good",64.9,"None",NA,"7.93x7.98x5.16","Excellent","Canada","Oval","Very good",NA,"4",NA
"10019",2.01,"NA","VVS2","F","Excellent",60.3,"Faint",NA,"8.17x8.25x4.95","Excellent","Botswana","Princess","Excellent",57,"2",NA
"10021",2.01,"AGSL","VS2","G","Excellent",61.1,NA,NA,"8.13x8.16x4.98","Excellent","Australia","Pear","Excellent",57,"2",NA
"10026",1.81,"AGSL","VS2","H","Excellent",NA,NA,NA,"7.74+7.78x4.86","Excellent","Canada","Round","Excellent",NA,"2",NA
"10038",1.8,"AGSL","VS1","E","Very good",60.1,"None",TRUE,"7.79x7.86x4.71","Very good","DR Congo","Round","Very good",NA,"2",NA
"10039",1.52,"GemEx","VS1","H","Excellent",61.9,"None",NA,"7.33x7.36x4.55","Excellent","Other/Unknown","Round","Excellent",56,"2",NA
"10046",1.52,"AGSL","VS2","I","Excellent",61.9,NA,NA,"7.31x7.39x4.55","Excellent","Botswana","Round","Very good",57,"2",NA
"10059",1.51,"AGSL","VS1","H","Excellent",61.4,"None",NA,"7.33x7.41x4.53","Excellent","South Africa","Radiant","Very good",57,"3",NA
"10061",1.51,"AGSL","SI1","G","Excellent",NA,"None",NA,"7.36x7.39x4.55","Excellent","Angola","Round","Excellent",57,"2",NA
"10062",1.25,"AGSL","SI2","D","Very good",64,"Medium",NA,"6.67x6.8x4.31","Good","Russia","Round","Good",59,"4",NA
"10065",1.06,"AGSL","SI1","H","Excellent",60.5,"None",NA,"6.64x6.67x4.03","Excellent","Australia","Round","Excellent",56,"2",NA
"10067",1.06,"AGSL","VS2","D","Excellent",62.2,"Faint",NA,"6.53x6.55x4.07","Excellent","Russia","Pear","Excellent",57,"4",NA
"10074",1.01,"AGSL","SI1","E","Good",63.4,"Medium",NA,"6.31x6.29x3.99","Excellent","DR Congo","Round","Very good",NA,"3",NA
"10080",0.75,"AGSL","SI1","F","Excellent",NA,"None",NA,"5.78x5.81x3.59","Excellent","Russia","Round","Excellent",57,"2",NA
"10083",3.01,"AGSL","SI2","J","Excellent",62.4,"None",NA,"9.19x9.26x5.76","Excellent","Other/Unknown","Princess","Excellent",55,"4",NA
"10084",3.01,"AGSL","SI1","G","Excellent",NA,"Faint",FALSE,"9.14x9.22x5.75","Excellent","Australia","Princess","Excellent",NA,"2",NA
"10096",1.34,"AGSL","SI2","E","Excellent",60.2,"None",NA,"7.13x7.16x4.3","Excellent","Angola","Round","Excellent",60,"2",NA
"10097",1.34,"NA","SI1","G","Excellent",60.2,"None",NA,"7.13x7.17x4.3","Excellent","Australia","Cushion","Excellent",60,"4",NA
"10100",1.34,"AGSL","SI2","I","Very good",60.8,"None",NA,"7.06x7.11x4.31","Very good","Botswana","Princess","Very good",62,"4",NA
"10101",1.32,"AGSL","SI1","L","Excellent",59.4,"None",NA,"7.14x7.17x4.25","Excellent","Russia","Oval","Excellent",NA,"1",NA
"10102",1.32,"AGSL","VVS1","L","Very good",59.6,"Faint",NA,"7.16x7.21x4.28","Excellent","Russia","Round","Very good",60,"1",NA
"10103",1.32,"AGSL","VS2","D","Excellent",59.7,"Faint",NA,"7.12x7.14x4.26","Excellent","Canada","Round","Excellent",60,"4",NA
"10107",1.31,"AGSL","SI2","I","Excellent",59.2,"Faint",NA,"7.15x7.19x4.25","Excellent","Canada","Round","Excellent",60,"3",NA
"10109",1.31,"AGSL","SI1","E","Excellent",61.8,NA,FALSE,"7x7.03x4.34","Excellent","DR Congo","Emerald","Excellent",60,"2",NA
"10116",1.29,"AGSL","VS2","I","Excellent",62.6,"None",NA,"6.9x6.96x4.34","Very good","Australia","Oval","Very good",58,"4",NA
"10118",1.29,"AGSL","SI1","I","Excellent",NA,"Faint",NA,"7.05x7.09x4.25","Excellent","Canada","Round","Excellent",60,"3",NA
"10123",1.84,"AGSL","SI1","K","Excellent",62.5,"Faint",NA,"7.77x7.81x4.87","Excellent","Australia","Emerald","Excellent",NA,"3",NA
"10135",1.21,"AGSL","VS2","K","Excellent",59.5,"None",NA,"6.93x6.98x4.14","Excellent","Russia","Round","Excellent",61,"1",NA
"10154",1.05,"NA","SI2","G","Excellent",NA,"None",NA,"6.43x6.46x4.03","Excellent","DR Congo","ROUND","Excellent",NA,"3",NA
"10157",3.02,"AGSL","VS2","G","Ideal",NA,"Faint",NA,"9.24x9.18x5.74","Excellent","Angola","Cushion","Excellent",58,"2",NA
"10158",0.42,"AGSL","VS2","H","Very good",61.1,NA,NA,"4.89x4.85x2.97","Good","Botswana","Princess","Very good",60,"1",NA
"10159",2.23,"AGSL","IF","H","Excellent",60.5,"None",NA,"8.47x8.54x5.18","Excellent","Russia","Marquise","Excellent",56,"2",NA
"10164",1.27,"AGSL","VS1","D","Excellent",61.6,"None",NA,"6.96x7.02x4.3","Excellent","Botswana","Round","Excellent",58,"4",NA
"10165",2.22,"AGSL","VS1","F","Excellent",62.1,"None",NA,"8.35x8.39x5.2","Excellent","Russia","Princess","Excellent",56,"2",NA
"10167",2.22,"NA","VS1","D","Excellent",58.8,NA,NA,"8.55x8.58x5.03","Excellent","Russia","Round","Excellent",60,"2",NA
"10172",1.7,"AGSL","SI1","F","Excellent",62.8,"Strong",NA,"7.61X7.57x4.77","Excellent","DR Congo","Round","Excellent",NA,"2",NA
"10177",2.21,"AGSL","SI1","H","Excellent",62,"None",NA,"8.31x8.36x5.17","Excellent","Other/Unknown","Round","Excellent",56,"2",NA
"10198",1.85,"AGSL","SI1","I","Excellent",62,"Strong",NA,"7.82x7.87x4.86","Excellent","Botswana","Round","Excellent",56,"2",NA
"10201",1.13,"AGSL","SI1","H","Excellent",NA,"Strong",NA,"6.78x6.73x4.08","Excellent","Canada","Princess","Excellent",NA,"4",NA
"10204",0.51,"AGSL","SI1","D","Very good",NA,"Medium",FALSE,"5.21x5.12x3.16","Good","Russia","Round","Good",NA,"1",NA
"10209",0.51,"AGSL","I1","G","Very good",62.1,"None",NA,"5.07x5.06x3.15","Excellent","Russia","Oval","Excellent",58,"1",NA
"10211",0.51,"NA","SI1","I","Excellent",62.5,NA,NA,"5.11x5.08x3.18","Excellent","DR Congo","Oval","Very good",58,"1",NA
"10217",1.4,"GemEx","SI2","K","Very good",64.2,"Faint",NA,"7.03x7.06x4.52","Excellent","Botswana","Asscher","Very good",NA,"2",NA
"10222",1.4,"AGSL","SI2","I","Excellent",62.3,"Medium",TRUE,"7.13x7.16x4.45","Excellent","DR Congo","Round","Excellent",57,"2",NA
"10223",0.4,"NA","VS1","I","Excellent",61.6,"None",NA,"4.79x4.76x2.94","Excellent","Russia","Round","Excellent",56,"1",NA
"10227",0.4,"NA","SI1","E","Very good",62.5,"None",NA,"4.65x4.7x2.92","Very good","Australia","Radiant","Very good",62,"1",NA
"10229",0.4,"AGSL","SI1","I","Good",60.9,"None",NA,"4.79x4.75x2.9","Good","Russia","Oval","Fair",65,"1",NA
"10231",0.99,"AGSL","SI2","E","Very good",62.5,"None",NA,"6.32X6.38x3.97","Very good","DR Congo","Pear","Very good",59,"1",NA
"10232",1.03,"AGSL","SI2","J","Excellent",62.3,"None",NA,"6.48x6.44x4.03","Excellent","DR Congo","Oval ","Excellent",57,"3",NA
"10236",3.5,"AGSL","VVS1","F","Excellent",NA,"None",NA,"9.74x9.77X6.04","Excellent","Zimbabwe","Round","Excellent",NA,"2",NA
"10237",3.5,"GemEx","SI1","K","Excellent",62.3,"None",NA,"9.67x9.71x6.03","Excellent","Russia","Round","Excellent",56,"2",NA
"10242",1,"AGSL","SI2","F","Very good",63.9,"None",NA,"6.28x6.34x4.03","Excellent","Botswana","Round","Excellent",NA,"2",NA
"10245",1,"AGSL","SI2","J","Very good",64.1,NA,FALSE,"6.27x6.24x4.01","Excellent","Australia","Round","Very good",56,"2",NA
"10249",1.42,"AGSL","SI1","I","Very good",64.3,"None",NA,"7.12x7.07x4.56","Excellent","Australia","Emerald","Very good",55,"2",NA
"10251",10.03,"AGSL","SI2","K","Very good",62.4,"None",NA,"13.71x13.78x8.58","Excellent","Canada","Asscher","Very good",56,"2",NA
"10252",1.85,"AGSL","SI1","J","Very good",62.6,"Medium",NA,"7.8x7.74x4.87","Excellent","Botswana","Round","Very good",NA,"2",NA
"10258",0.9,"NA","SI1","H","Excellent",61.2,"Faint",NA,"6.21x6.19x3.8","Excellent","South Africa","Radiant","Excellent",60,"1",NA
"10261",1.4,"NA","VS2","K","Excellent",62,"Faint",NA,"7.12x7.17x4.43","Excellent","Russia","Round","Very good",NA,"2",NA
"10262",1.4,"GemEx","SI2","J","Excellent",NA,"Medium",NA,"7.28x7.32x4.34","Excellent","Canada","Round","Excellent",NA,"4",NA
"10274",1.82,"AGSL","SI2","F","Excellent",NA,"Strong",NA,"7.74x7.79x4.82","Very good","Russia","Asscher","Excellent",58,"4",NA
"10276",1.3,"AGSL","VS1","J","Excellent",62.8,NA,NA,"6.91x6.96x4.35","Excellent","Angola","Emerald","Excellent",57,"2",NA
"10280",0.91,"AGSL","SI1","G","Excellent",62.2,"None",NA,"6.22x6.18x3.85","Excellent","South Africa","Oval ","Very good",57,"1",NA
"10283",1.2,"AGSL","SI1","G","Excellent",62.5,"None",NA,"6.79x6.76x4.23","Excellent","Russia","Round","Excellent",57,"4",NA
"10286",0.5,"AGSL","SI1","G","Excellent",61.2,"None",NA,"5.11x5.14x3.14","Excellent","Russia","Round","Excellent",59,"1",NA
"10287",2.02,"AGSL","SI2","F","Excellent",62.8,NA,NA,"8.03x8.06x5.05","Excellent","Russia","Princess","Excellent",57,"4",NA
"10294",2,"NA","VS2","G","Good",NA,"Faint",NA,"7.94x8.09x5","Good","DR Congo","Round","Good",NA,"2",NA
"10298",1.5,"AGSL","SI1","F","Excellent",60.9,"None",NA,"7.34x7.38x4.48","Excellent","DR Congo","Round","Very good",59,"2",NA
"10299",1.5,"AGSL","SI1","J"," ",61.5,NA,NA,"7.33x7.41*4.53","Good","South Africa","Round","Good",61,"2",NA
"10300",2.03,"AGSL","SI2","K","Excellent",61.8,"Medium",NA,"8.08x8.11x5","Very good","Russia","Oval ","Excellent",58,"4",NA
"10302",3.01,"AGSL","VS2","K","Very good",60.6,"None",NA,"9.22x9.29x5.61","Excellent","DR Congo","Round","Excellent",62,"2",NA
"10303",3.01,"AGSL","VVS2","M","Very good",59.4,NA,NA,"9.41x9.31x5.55","Excellent","Russia","Princess","Very good",NA,"2",NA
"10306",1.03,"AGSL","VS2","I","Good",56.8,NA,FALSE,"6.68x6.79x3.82","Good","Zimbabwe","Round","Good",65,"2",NA
"10310",4.02,"AGSL","SI1","J","Excellent",NA,"Faint",NA,"10.26x10.31x6.22","Excellent","Russia","Oval","Excellent",NA,"2",NA
"10311",1.02,"AGSL","SI1","I","Excellent",62.8,"Faint",FALSE,"6.42x6.44x4.04","Excellent","Botswana","Oval","Excellent",57,"2",NA
"10319",2.17,"NA","VS1","E","Excellent",NA,NA,NA,"8.51x8.57x5.03","Excellent","Australia","Round","Excellent",59,"2",NA
"10321",2.17,"AGSL","VS1","F","Excellent",60.9,"None",NA,"8.31x8.34x5.07","Excellent","Russia","Round","Excellent",NA,"2",NA
"10322",0.64,"AGSL","VS1","I","Very good",61.7,"Faint",NA,"5.48x5.57*3.41","Excellent","Russia","Round","Good",NA,"1",NA
"10324",0.64,"AGSL","VS2","G","Excellent",62,"None",NA,"5.51x5.53x3.42","Excellent","Botswana","Round","Excellent",NA,"1",NA
"10327",0.64,"AGSL","SI1","E","Very good",58.6,"None",NA,"5.66x5.74x3.34","Good","Zimbabwe","Princess","Good",59,"1",NA
"10333",1.52,"NA","SI2","F","Excellent",61.8,"None",NA,"7.33x7.36x4.54","Excellent","Russia","Princess","Excellent",58,"2",NA
"10334",1.52,"AGSL","SI1","I","Excellent",NA,NA,NA,"7.33x7.37x4.57","Excellent","Russia","Round","Excellent",NA,"3",NA
"10336",1.65,"NA","SI2","J","Good",59.5,"None",NA,"7.64x7.79x4.59","Fair","Botswana","Round","Good",NA,"1",NA
"10337",1.04,"AGSL","SI2","H","Excellent",62.3,"None",NA,"6.46x6.52x4.04","Excellent","Canada","Round","Excellent",56,"2",NA
"10338",1.04,"AGSL","SI2","G","Excellent",63.2,"None",NA,"6.42x6.44x4.06","Very good","Zimbabwe","Round","Excellent",56,"3",NA
"10348",3,"AGSL","VS2","G","Very good",62.6,"None",NA,"9.21x9.14x5.75","Excellent","DR Congo","Round","Very good",57,"2",NA
"10352",2.4,"AGSL","SI1","F","Excellent",NA,"Faint",NA,"8.53x8.55x5.32","Excellent","Angola","Round","Excellent",NA,"2",NA
"10355",1.58,"AGSL","SI2","I","Excellent",60.2,"None",NA,"7.54x7.58x4.55","Excellent","Russia","Round","Excellent",58,"2",NA
"10359",0.83,"NA","VS1","F","Very good",59.7,"Faint",NA,"6.06x6.12x3.63","Excellent","Russia","Oval ","Very good",59,"2",NA
"10362",1.78,"AGSL","SI2","J","Excellent",60,"None",NA,"7.82x7.89x4.71","Very good","DR Congo","Radiant","Very good",58,"3",NA
"10372",1.68,"AGSL","VS2","E","Excellent",60.1,"Faint",NA,"7.75x7.78x4.66","Excellent","Angola","Princess","Excellent",58,"4",NA
"10374",0.45,"AGSL","SI2","K","Very good",60.4,"None",NA,"4.92*4.98x2.99","Good","Botswana","Emerald","Good",61,"1",NA
"10382",3.23,"AGSL","VVS1","H","Excellent",60.5,"None",NA,"9.61x9.67x5.84","Excellent","Canada","Round","Excellent",58,"2",NA
"10388",0.4,"AGSL","SI2","E","Very good",61.1,"None",NA,"4.71x4.74x2.89","Very good","Russia","Round","Excellent",56,"2",NA
"10390",2.61,"AGSL","SI1","K","Excellent",62.7,"None",NA,"8.74x8.78x5.5","Excellent","Russia","Round","Excellent",56,"4",NA
"10394",0.42,"AGSL","VS2","E","Excellent",62.7,"None",NA,"4.77x4.84x3.01","Excellent","Angola","Round","Very good",57,"1",NA
"10398",3.07,"AGSL","VVS2","F","Excellent",NA,"Medium",NA,"9.45x9.51x5.64","Excellent","Canada","Round","Excellent",NA,"2",NA
"10406",1,"NA","VS2","G","Very good",62.9,NA,NA,"6.35x6.37x4","Excellent","Russia","Oval ","Very good",NA,"1",NA
"10407",1,"AGSL","SI1","G","Excellent",NA,"Medium",NA,"6.32x6.37x4","Excellent","South Africa","Round","Excellent",NA,"3",NA
"10411",1,"GemEx","SI1","I","Very good",NA,"None",NA,"6.3x6.33x3.99","Excellent","Russia","Cushion","Very good",NA,"2",NA
"10416",2.2,"GemEx","VS2","D","Excellent",61.5,NA,NA,"8.32x8.38x5.14","Excellent","Canada","Round","Excellent",58,"2",NA
"10418",2.2,"AGSL","SI1","F","Excellent",62.7,"Medium",NA,"8.26x8.31*5.19","Excellent","Russia","Round","Excellent",NA,"2",NA
"10423",0.95,"AGSL","SI1","M","Good",63.9,"Faint",NA,"6.11x6.16x3.92","Very good","Russia","Oval","Good",61,"1",NA
"10428",1.67,"AGSL","VS1","I","Excellent",62.4,"None",NA,"7.54x7.58x4.72","Excellent","Russia","Oval","Excellent",57,"2",NA
"10435",1.2,"AGSL","SI2","F","Excellent",62.6,"None",NA,"6.73x6.81x4.24","Excellent","Russia","Round","Very good",56,"3",NA
"10443",3.15,"AGSL","VS1","K","Excellent",60.8,"None",NA,"9.44x9.48x5.75","Excellent","Russia","Oval","Excellent",57,"2",NA
"10445",1.33,"AGSL","SI1","J","Excellent",62.1,"None",NA,"7.08*7.1x4.4","Excellent","Botswana","Round","Excellent",54,"1",NA
"10456",3.22,"AGSL","IF","G","Excellent",NA,"None",FALSE,"9.47x9.51x5.85","Excellent","Russia","Radiant","Excellent",NA,"2",NA
"10457",3.22,"AGSL","VS2","E","Excellent",61.9,"Medium",NA,"9.44x9.51x5.87","Excellent","Botswana","Princess","Excellent",56,"2",NA
"10460",1.37,"AGSL","SI1","K","Excellent",62.3,"Faint",FALSE,"7.08x7.12x4.42","Very good","Botswana","Emerald","Excellent",NA,"3",NA
"10470",2.29,"GemEx","VS2","I","Excellent",60.5,"Faint",NA,"8.55x8.61x5.19","Excellent","Botswana","Round","Excellent",59,"2",NA
"10473",2.63,"AGSL","IF","E","Excellent",62.4,"None",NA,"8.75x8.83x5.49","Excellent","Russia","Radiant","Excellent",58,"2",NA
"10478",3.33,"AGSL","VS1","H","Excellent",NA,"None",FALSE,"9.62x9.69x5.89","Excellent","Russia","Princess","Excellent",NA,"2",NA
"10482",2.31,"AGSL","SI2","F","Excellent",61.2,"Faint",NA,"8.51x8.55x5.22","Excellent","Other/Unknown","Princess","Excellent",56,"2",NA
"10483",2.36,"AGSL","SI2","I","Excellent",63,"None",TRUE,"8.5x8.45x5.33","Excellent","Angola","Emerald","Excellent",55,"2",NA
"10485",2.72,"GemEx","SI2","E","Excellent",61.9,"None",FALSE,"8.94x9.01x5.56","Excellent","Canada","Princess","Excellent",NA,"2",NA
"10489",2.58,"AGSL","VS1","K","Excellent",59.3,"None",NA,"9.01x9.02x5.34","Excellent","South Africa","Round","Excellent",57,"4",NA
"10491",2.58,"AGSL","SI2","H","Excellent",NA,"None",NA,"8.8*8.83x5.37","Excellent","Botswana","Round","Excellent",58,"2",NA
"10495",2.56,"AGSL","SI2","J","Very good",NA,"None",NA,"8.91x8.99x5.27","Excellent","Russia","Oval ","Very good",NA,"2",NA
"10497",2.14,"AGSL","SI2","I","Excellent",62.1,"Faint",NA,"8.27x8.29x5.14","Excellent","Botswana","Round","Excellent",55,"2",NA
"10501",1.25,"NA","SI2","J","Excellent",62.2,"None",NA,"6.86x6.88x4.27","Excellent","Russia","Round","Excellent",58,"2",NA
"10507",2.14,"AGSL","SI2","F","Excellent",62.3,"None",FALSE,"8.18x8.25x5.12","Excellent","Russia","Oval ","Excellent",59,"2",NA
"10515",2.51,"AGSL","VS1","E","Excellent",NA,"None",NA,"8.72X8.75x5.32","Excellent","Russia","Marquise","Excellent",60,"2",NA
"10519",2.07,"AGSL","VS1","I","Excellent",NA,"None",TRUE,"8.26x8.31x4.97","Excellent","Angola","Round","Excellent",58,"4",NA
"10523",2.07,"GemEx","VS2","F","Excellent",60.8,"Faint",NA,"8.23x8.25x5.01","Excellent","Russia","Oval ","Excellent",60,"2",NA
"10528",1.27,"AGSL","IF","F","Excellent",58.7,NA,NA,"7.1x7.15x4.19","Excellent","Australia","Pear","Excellent",60,"3",NA
"10531",2.52,"NA","SI1","G","Excellent",NA,"None",NA,"8.65x8.71x5.43","Excellent","Botswana","Round","Excellent",59,"2",NA
"10542",1.06,"AGSL","SI2","E","Excellent",61.5,"None",NA,"6.52x6.55x4.02","Excellent","Russia","Round","Excellent",60,"2",NA
"10543",1.06,"AGSL","SI2","E","Very good",61.9,"Faint",NA,"6.49x6.59x4.04","Very good","Russia","Round","Very good",60,"3",NA
"10546",1.06,"AGSL","SI2","J","Excellent",NA,"Faint",NA,"6.57x6.59x4.03","Excellent","DR Congo","Emerald","Excellent",61,"2",NA
"10548",1.05,"AGSL","VS1","F","Excellent",59.5,"None",NA,"6.66x6.7x3.97","Excellent","Russia","Princess","Excellent",60,"3",NA
"10551",1.05,"AGSL","I1","F","Very good",NA,NA,NA,"6.62x6.72x3.97","Good","Russia","Round","Good",NA,"3",NA
"10552",1.7,"AGSL","VS1","D","Excellent",60.8,NA,NA,"7.67x7.72x4.68","Excellent","Australia","Round","Excellent",60,"2",NA
"10554",1.7,"AGSL","VS2","G","Excellent",60.9,"None",NA,"7.67x7.7x4.68","Excellent","DR Congo","Round","Very good",60,"4",NA
"10563",1.61,"AGSL","VS2","I","Excellent",NA,"None",NA,"7.44x7.48x4.64","Excellent","DR Congo","Radiant","Excellent",60,"2",NA
"10568",1.15,"AGSL","SI2","I","Excellent",61.5,NA,NA,"6.73x6.78x4.15","Excellent","Botswana","Round","Excellent",56,"2",NA
"10569",1.15,"AGSL","VS2","D","Excellent",NA,"None",NA,"6.73x6.75x4.16","Excellent","Russia","Oval","Excellent",NA,"3",NA
"10574",1.52,"AGSL","SI1","H","Excellent",61.3,"None",NA,"7.36x7.38x4.52","Excellent","Angola","Marquise","Excellent",60,"3",NA
"10586",2.05,"AGSL","SI1","D","Excellent",61.7,"None",NA,"8.13x8.15x5.02","Excellent","Russia","Oval","Excellent",59,"2",NA
"10588",2.05,"AGSL","SI1","J","Excellent",61.9,"None",NA,"8.1x8.16*5.03","Excellent","DR Congo","Round","Excellent",59,"2",NA
"10598",0.61,"AGSL","VS2","E","Excellent",60.5,"None",NA,"5.54x5.55x3.36","Excellent","Botswana","Round","Excellent",NA,"1",NA
"10599",0.61,"AGSL","VVS2","G","Excellent",61.4,NA,NA,"5.43x5.46x3.34","Very good","Angola","Marquise","Excellent",58,"1",NA
"10604",3.12,"AGSL","VS2","G","Excellent",NA,"None",NA,"9.32*9.35x5.79","Excellent","Australia","Round","Excellent",57,"2",NA
"10605",3.12,"AGSL","VS2","K","Excellent",59.3,"None",NA,"9.56x9.66x5.7","Excellent","Russia","Oval","Very good",59,"2",NA
"10606",3.12,"AGSL","VS2","I","Excellent",60.6,NA,NA,"9.46*9.53x5.75","Excellent","Zimbabwe","Round","Excellent",59,"2",NA
"10608",0.72,"AGSL","SI1","D","Excellent",59,"Faint",NA,"5.81*5.84x3.49","Excellent","Botswana","Round","Excellent",60,"3",NA
"10613",0.71,"AGSL","SI1","J","Excellent",62,NA,NA,"5.68x5.71x3.53","Very good","DR Congo","Princess","Very good",59,"1",NA
"10615",0.71,"AGSL","SI1","D","Very good",61.8,"Medium",NA,"5.74x5.79x3.56","Very good","Canada","Radiant","Very good",60,"1",NA
"10618",0.71,"AGSL","VS1","L","Excellent",59.7,"None",NA,"5.8x5.82x3.47","Excellent","Russia","Oval","Excellent",61,"1",NA
"10623",0.62,"AGSL","VS2","E","Very good",58.5,NA,NA,"5.56x5.64x3.27","Very good","Australia","Princess","Good",63,"2",NA
"10626",1.1,"GemEx","SI2","G","Excellent",60.5,"None",NA,"6.69x6.74x4.06","Excellent","Australia","Round","Excellent",NA,"2",NA
"10632",1.1,"AGSL","SI2","E","Excellent",61.2,"None",NA,"6.61x6.63*4.05","Excellent","Botswana","Oval","Excellent",NA,"3",NA
"10633",1.1,"AGSL","SI2","J","Excellent",60.4,"None",NA,"6.65x6.67x4.02","Excellent","Canada","Pear","Excellent",61,"4",NA
"10638",1.06,"AGSL","VVS2","L","Excellent",61.8,NA,NA,"6.49x6.55x4.03","Very good","Russia","Princess","Very good",58,"3",NA
"10639",1.06,"AGSL","SI2","F","Very good",63.2,"Medium",NA,"6.41x6.47x4.07","Excellent","Russia","Round","Very good",58,"4",NA
