"","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Price","Retail"
"9682",1.4,"GemEx","SI1","K","Excellent",61.5,"None",FALSE,"7.15x7.19x4.41","Excellent","Botswana","Asscher","Excellent",57,"2","$ 7,955","$ 13,420"
"9683",1.4,"AGSL","SI2","F","Excellent",62.3,"None",FALSE,"7.13x7.15x4.45","Excellent","Angola","Round","Excellent",57,"2","$ 11,465","$ 19,405"
"9684",1.4,"AGSL","VS1","E","Excellent",NA,"None",FALSE,"7.11x7.14x4.45","Excellent","Canada","Round","Excellent",NA,"4","$ 21,420","$ 32,955"
"9685",1.4,"AGSL","VS2","H","Excellent",62.4,"None",FALSE,"7.14x7.16*4.46","Excellent","South Africa","Round","Excellent",57,"2","$ 12,710","$ 18,150"
"9686",1.4,"AGSL","VS1","F","Excellent",62.6,"None",FALSE,"7.08x7.12x4.44","Excellent","Other/Unknown","Round","Excellent",57,"2","$ 17,660","$ 29,880"
"9687",1.35,"AGSL","SI2","J","Excellent",62.9,NA,FALSE,"7.01x7.05x4.43","Excellent","Russia","Oval","Excellent",57,"3","$ 7,810","$ 10,840"
"9688",1.35,"AGSL","VVS2","D","Excellent",60.8,"None",FALSE,"7.11x7.13x4.33","Excellent","Russia","Princess","Excellent",NA,"4","$ 25,360","$ 40,630"
"9689",1.35,"AGSL","VVS1","D","Excellent",62.1,"None",FALSE,"7.05x7.08x4.39","Excellent","Russia","Round","Excellent",58,"4","$ 26,695","$ 41,580"
"9690",1.35,"AGSL","SI2","H","Excellent",62.1,NA,FALSE,"7.07x7.11x4.4","Excellent","Russia","Round","Excellent",58,"2","$ 9,670","$ 5,610"
"9691",1.35,"AGSL","SI1","G","Excellent",62.2,"Faint",FALSE,"7.04x7.08x4.39","Excellent","Russia","Princess","Excellent",NA,"4","$ 12,215","$ 20,315"
"9692",1.35,"NA","SI1","G","Excellent",NA,"None",FALSE,"7.05x7.09x4.43","Excellent","Botswana","Pear","Excellent",NA,"2","$ 11,370","$ 19,850"
"9693",1.35,"AGSL","VVS2","E","Excellent",61.5,"None",FALSE,"7.06x7.08x4.35","Excellent","Canada","Round","Excellent",59,"2","$ 18,380","$ 31,100"
"9695",1.34,"AGSL","VVS2","D","Excellent",62.8,"None",FALSE,"6.99x7.03x4.39","Excellent","Canada","Round","Excellent",57,"4","$ 27,070","$ 40,330"
"9696",1.34,"AGSL","SI1","G","Excellent",NA,"None",TRUE,"7.07x7.11x4.38","Excellent","DR Congo","Round","Excellent",58,"2","$ 12,165","$ 2,155"
"9697",1.34,"AGSL","VVS2","E","Excellent",62,"None",FALSE,"7.04x7.06x4.37","Excellent","Botswana","Round","Excellent",NA,"4","$ 21,385","$ 29,970"
"9700",1.02,"AGSL","VS1","I","Excellent",61.4,"None",FALSE,"6.48x6.5x3.99","Excellent","Russia","Round","Very good",55,"4","$ 7,275","$ 10,825"
"9701",1.02,"AGSL","SI2","D","Excellent",62.2,NA,FALSE,"6.44x6.47x4.01","Excellent","Canada","Round","Excellent",NA,"4","$ 8,800","$ 12,670"
"9702",1.01,"AGSL","SI2","E","Very good",61.7,"None",FALSE,"6.45x6.49x3.99","Excellent","Botswana","Round","Very good",54,"1","$ 7,540","$ 12,475"
"9704",1.01,"AGSL","SI2","E","Excellent",62.3,"None",FALSE,"6.42x6.44x4.01","Excellent","DR Congo","Oval","Very good",54,"3","$ 7,885","$ 12,910"
"9705",1.01,"AGSL","SI1","F","Excellent",62.4,"Faint",FALSE,"6.39x6.45x4.01","Very good","DR Congo","Round","Very good",54,"2","$ 8,680","$ 14,075"
"9706",1.01,"AGSL","SI2","G","Excellent",61.8,"None",FALSE,"6.44*6.48x3.99","Excellent","Australia","Oval ","Very good",55,"3","$ 5,960","$ 12,740"
"9707",1.01,"AGSL","SI1","D","Very good",NA,NA,TRUE,"6.39x6.44x4.01","Excellent","DR Congo","Round","Excellent",55,"2","$ 7,965","$ 1,085"
"9708",1.01,"AGSL","SI1","F","Excellent",62.6,"Faint",FALSE,"6.39x6.43x4.01","Excellent","South Africa","Round","Excellent",NA,"2","$ 8,680","$ 14,265"
"9709",1.01,"AGSL","SI2","F","Excellent",NA,"Medium",FALSE,"6.44x6.46x4.04","Excellent","Russia","Round","Excellent",55,"4","$ 6,605","$ 11,200"
"9710",1.01,"GemEx","SI2","G","Excellent",62.8,"None",FALSE,"6.39x6.42x4.02","Excellent","Russia","Round","Excellent",55,"3","$ 7,130","$ 12,065"
"9711",1.01,"NA","SI2","D","Very good",NA,"None",FALSE,"6.6x6.65*3.93","Excellent","Other/Unknown","Round","Very good",56,"3","$ 7,400","$ 13,635"
"9712",1.34,"AGSL","VS1","G","Excellent",62.6,NA,FALSE,"6.98*7.01x4.38","Excellent","Russia","Marwuise","Excellent",58,"3","$ 11,590","$ 22,710"
"9713",1.34,"NA","VS1","E","Excellent",61.5,"None",FALSE,"7.05x7.08x4.35","Excellent","Angola","Round","Excellent",NA,"2","$ 14,470","$ 22,535"
"9714",1.34,"AGSL","VS2","J","Excellent",61.5,"None",FALSE,"7.07x7.09x4.35","Excellent","Russia","Oval","Excellent",NA,"2","$ 9,265","$ 15,685"
"9715",1.34,"AGSL","VS2","H","Excellent",62.1,NA,FALSE,"7.02x7.07x4.37","Excellent","Angola","Round","Excellent",NA,"4","$ 13,510","$ 20,330"
"9716",1.34,"GemEx","SI2","J","Excellent",62.1,"Faint",FALSE,"7.02x7.05x4.37","Excellent","Botswana","Round","Excellent",59,"3","$ 8,275","$ 11,900"
"9721",1.32,"AGSL","VS2","H","Excellent",NA,NA,FALSE,"6.98x7x4.36","Excellent","Russia","Round","Excellent",57,"3","$ 10,500","$ 11,875"
"9722",1.32,"AGSL","SI1","I","Excellent",62.5,"None",FALSE,"6.99x7.01x4.37","Excellent","South Africa","Round","Excellent",57,"4","$ 10,635","$ 16,335"
"9723",1.32,"AGSL","VS1","F","Excellent",62.6,"None",FALSE,"6.99x7.02x4.38","Excellent","Australia","Round","Excellent",57,"4","$ 18,050","$ 27,320"
"9724",1.32,"AGSL","SI1","I","Excellent",62.6,"None",FALSE,"6.97*7.06x4.39","Excellent","Other/Unknown","Asscher","Very good",NA,"2","$ 9,680","$ 16,380"
"9725",1.32,"AGSL","VS1","G","Excellent",63.1,"Faint",FALSE,"6.97x6.99x4.4","Excellent","DR Congo","Round","Excellent",57,"2","$ 14,020","$ 21,425"
"9727",1.32,"AGSL","SI2","G","Excellent",NA,"None",FALSE,"6.99x7.04x4.34","Excellent","Australia","Emerald","Excellent",58,"3","$ 10,155","$ 17,185"
"9728",1.32,"GemEx","VS1","J","Excellent",61.9,"None",FALSE,"7.01x7.06x4.36","Excellent","Zimbabwe","Radiant","Excellent",58,"4","$ 10,455","$ 13,820"
"9729",1.32,"AGSL","VS2","D","Excellent",NA,"Faint",FALSE,"6.97x7.01x4.34","Excellent","Russia","Oval ","Excellent",58,"2","$ 13,675","$ 30,140"
"9730",1.32,"AGSL","SI2","H","Excellent",NA,NA,FALSE,"6.97x7.01x4.34","Excellent","Russia","Round","Excellent",NA,"4","$ 9,345","$ 15,890"
"9731",1.32,"AGSL","VS2","E","Excellent",62.2,"None",FALSE,"6.99x7.02x4.36","Excellent","Russia","Round","Excellent",58,"4","$ 17,115","$ 25,935"
"9733",1.32,"AGSL","SI2","H","Excellent",62.5,"None",FALSE,"6.97x7x4.37","Excellent","Canada","Round","Excellent",NA,"2","$ 9,455","$ 16,000"
"9734",1.32,"AGSL","SI2","I","Excellent",60.2,"None",FALSE,"7.11x7.13x4.29","Excellent","Russia","Round","Excellent",59,"3","$ 8,895","$ 15,055"
"9735",1.32,"AGSL","SI2","H","Excellent",NA,"None",FALSE,"7.09x7.12x4.3","Excellent","Angola","Round","Excellent",NA,"4","$ 9,415","$ 15,160"
"9736",1.32,"AGSL","SI1","E","Excellent",60.8,"None",FALSE,"7.06x7.08x4.3","Excellent","Canada","Emerald","Excellent",59,"3","$ 13,015","$ 22,025"
"9737",1.32,"AGSL","SI1","K","Excellent",60.8,"None",FALSE,"7.09x7.1x4.32","Excellent","Botswana","Round","Excellent",59,"2","$ 7,025","$ 11,795"
"9739",1.32,"GemEx","VVS2","H","Excellent",62,NA,FALSE,"6.98x7x4.34","Excellent","Botswana","Emerald","Excellent",NA,"3","$ 12,510","$ 20,035"
"9741",1.32,"AGSL","SI1","I","Excellent",62.4,"None",FALSE,"6.98x7.01x4.36","Excellent","Australia","Round","Excellent",NA,"2","$ 9,780","$ 16,555"
"9743",1.31,"AGSL","VS2","J","Excellent",61.3,"None",TRUE,"7.01x7.05x4.31","Excellent","Angola","Radiant","Excellent",57,"2","$ 8,870","$ 1,895"
"9744",1.31,"AGSL","SI2","G","Excellent",NA,"None",FALSE,"6.98x7.03x4.33","Excellent","Russia","Radiant","Excellent",57,"3","$ 10,075","$ 17,055"
"9745",1.31,"AGSL","VVS1","F","Excellent",61.9,"None",FALSE,"7.09x7.1x4.32","Excellent","Australia","Round","Excellent",57,"2","$ 20,435","$ 34,585"
"9746",1.31,"AGSL","VS2","H","Excellent",61.9,"None",FALSE,"6.99x7.02x4.34","Excellent","Australia","Round","Excellent",57,"3","$ 12,260","$ 20,750"
"9747",1.31,"AGSL","VS1","G","Excellent",62.1,"None",FALSE,"7x7.01x4.35","Excellent","South Africa","Round","Excellent",57,"2","$ 13,915","$ 20,150"
"9748",3.03,"GemEx","VS1","I","Excellent",61.6,"Medium",FALSE,"9.32x9.3x5.73","Excellent","Russia","Round","Excellent",NA,"2","$ 45,615","$ 70,175"
"9752",1.31,"AGSL","SI2","G","Excellent",62.3,"None",FALSE,"6.96x6.98x4.35","Excellent","Botswana","Oval","Excellent",NA,"2","$ 9,975","$ 16,570"
"9754",1.31,"AGSL","SI1","I","Excellent",62.3,"None",FALSE,"6.97x7.01x4.36","Excellent","South Africa","Round","Excellent",57,"3","$ 9,705","$ 16,025"
"9755",1.31,"AGSL","VS2","I","Excellent",NA,"None",FALSE,"6.97+7.01x4.36","Excellent","Canada","Princess","Excellent",57,"2","$ 10,680","$ 18,075"
"9756",1.31,"AGSL","SI1","I","Excellent",62.4,NA,FALSE,"6.99x7.03x4.38","Excellent","Angola","Round","Excellent",57,"4","$ 10,280","$ 14,305"
"9757",1.31,"AGSL","VS1","I","Excellent",62.5,"None",FALSE,"6.96x7x4.36","Excellent","Botswana","Emerald","Excellent",57,"3","$ 10,155","$ 17,095"
"9759",1.31,"AGSL","VS1","J","Excellent",62.5,"None",FALSE,"6.97x7.02x4.37","Excellent","DR Congo","Marwuise","Excellent",57,"2","$ 8,110","$ 15,600"
"9760",1.31,"AGSL","VS1","H","Excellent",62.6,"None",FALSE,"6.99x7x4.38","Excellent","Botswana","Pear","Excellent",57,"3","$ 12,555","$ 19,400"
"9761",2.12,"AGSL","VS1","J","Excellent",62.5,"Medium",FALSE,"8.27-8.25x5.16","Very good","Russia","Marquise","Very good",55,"4","$ 23,260","$ 31,485"
"9762",1.31,"GemEx","VS2","G","Excellent",62.8,"None",TRUE,"6.93x6.98x4.37","Excellent","Zimbabwe","Round","Excellent",57,"2","$ 12,110","$ 2,130"
"9763",1.31,"AGSL","SI1","I","Excellent",60.7,"None",FALSE,"7.04x7.09x4.29","Excellent","Russia","Round","Excellent",NA,"4","$ 10,785","$ 16,425"
"9765",1.31,"AGSL","SI2","I","Excellent",61.7,"Faint",FALSE,"6.98x7x4.32","Excellent","South Africa","Oval","Excellent",58,"2","$ 9,010","$ 14,355"
"9766",1.31,"AGSL","VS2","I","Excellent",61.8,"None",FALSE,"6.99x7.05x4.34","Excellent","Australia","Round","Excellent",58,"2","$ 10,355","$ 17,525"
"9767",1.31,"NA","SI2","J","Excellent",NA,"None",FALSE,"6.99x7.03x4.33","Excellent","Angola","Round","Excellent",58,"2","$ 6,820","$ 9,805"
"9770",1.31,"AGSL","VS2","I","Excellent",62,"None",FALSE,"6.96x7x4.33","Excellent","Russia","Pear","Excellent",58,"4","$ 10,955","$ 17,525"
"9771",1.31,"AGSL","SI1","G","Excellent",62.4,"None",FALSE,"6.97x6.99x4.35","Excellent","Russia","Round","Excellent",NA,"3","$ 11,770","$ 19,920"
"9773",1.31,"NA","VS1","H","Excellent",59.9,"None",FALSE,"7.1x7.12x4.26","Excellent","South Africa","Oval","Excellent",NA,"2","$ 11,795","$ 15,215"
"9774",1.31,"NA","SI2","H","Excellent",NA,"Faint",FALSE,"7.09x7.11x4.28","Excellent","Australia","Round","Excellent",59,"4","$ 7,895","$ 13,365"
"9775",1.31,"NA","SI1","J","Excellent",60.2,"Faint",FALSE,"7.09x7.11x4.28","Excellent","Russia","Princess","Excellent",NA,"4","$ 8,455","$ 10,695"
"9776",1.31,"NA","SI1","I","Excellent",60.7,"None",FALSE,"7.05x7.05x4.28","Excellent","Botswana","Round","Excellent",59,"2","$ 8,855","$ 11,025"
"9777",1.31,"AGSL","SI2","J","Excellent",60.8,"None",FALSE,"7.03x7.07x4.29","Excellent","DR Congo","Pear","Excellent",59,"2","$ 7,665","$ 11,605"
"9778",1.31,"AGSL","SI1","J","Excellent",60.9,"None",FALSE,"7.05x7.07x4.3","Excellent","Canada","Round","Excellent",NA,"2","$ 8,305","$ 14,055"
"9779",1.31,"AGSL","VS2","H","Excellent",61,"None",FALSE,"7.04x7.07x4.31","Excellent","Botswana","Round","Excellent",59,"3","$ 11,895","$ 18,140"
"9782",1.31,"AGSL","VS2","K","Excellent",61.9,"Faint",FALSE,"6.99x7.01x4.33","Excellent","Botswana","Princess","Excellent",59,"2","$ 7,275","$ 12,300"
"9784",1.31,"AGSL","VS1","H","Excellent",62,NA,FALSE,"6.98x7.03x4.34","Excellent","Botswana","Emerald","Excellent",59,"4","$ 12,795","$ 16,015"
"9786",1.01,"AGSL","VVS1","J","Very good",NA,"None",FALSE,"6.46x6.53x3.97","Excellent","South Africa","Round","Excellent",NA,"3","$ 6,510","$ 6,655"
"9787",1.01,"AGSL","VS2","E","Excellent",61.1,"None",FALSE,"6.43x6.47x3.94","Excellent","Russia","Princess","Excellent",59,"4","$ 12,270","$ 19,210"
"9788",1.01,"AGSL","SI1","F","Excellent",NA,"None",FALSE,"6.46x6.47x3.95","Excellent","South Africa","Round","Excellent",NA,"2","$ 8,880","$ 14,955"
"9789",1.01,"AGSL","SI1","I","Excellent",61.1,"None",FALSE,"6.47x6.49*3.96","Excellent","Angola","Round","Excellent",NA,"4","$ 7,930","$ 11,465"
"9790",1.01,"AGSL","SI1","H","Very good",NA,"Faint",FALSE,"6.42x6.47x3.96","Excellent","South Africa","Round","Excellent",59,"4","$ 8,595","$ 11,890"
"9792",1.01,"AGSL","SI1","F","Excellent",61.7,"None",FALSE,"6.44x6.46x3.98","Excellent","Other/Unknown","Pear","Excellent",59,"2","$ 8,680","$ 14,690"
"9793",1.01,"AGSL","SI2","G","Very good",61.7,"None",FALSE,"6.4x6.44x3.96","Excellent","Botswana","Princess","Excellent",59,"2","$ 7,450","$ 12,605"
"9794",1.01,"AGSL","I1","I","Excellent",61.8,"Faint",FALSE,"6.4x6.42x3.96","Excellent","Angola","Round","Excellent",59,"3","$ 4,615","$ 7,810"
"9795",1.01,"AGSL","SI2","G","Excellent",62,"None",FALSE,"6.37x6.42x3.96","Excellent","Botswana","Asscher","Excellent",NA,"2","$ 7,610","$ 12,460"
"9796",1.01,"AGSL","SI2","J","Excellent",62,NA,FALSE,"6.41x6.43x3.98","Excellent","Botswana","Round","Excellent",59,"3","$ 5,710","$ 8,745"
"9798",1.01,"NA","I1","F","Good",58.1,"None",FALSE,"6.49x6.55x3.78","Good","Australia","Pear","Good",60,"2","$ 4,965","$ 9,090"
"9800",1.01,"GemEx","SI2","G","Excellent",58.9,"None",FALSE,"6.55x6.58x3.87","Excellent","Angola","Emerald","Excellent",60,"4","$ 7,705","$ 11,520"
"9801",1.01,"AGSL","SI2","E","Excellent",NA,"Medium",FALSE,"6.58x6.61x3.9","Excellent","Russia","Radiant","Excellent",60,"2","$ 7,105","$ 12,025"
"9802",1.01,"AGSL","SI2","G","Excellent",59.2,"None",FALSE,"6.56x6.59x3.89","Excellent","Other/Unknown","Radiant","Excellent",60,"4","$ 8,155","$ 12,200"
"9803",1.01,"AGSL","SI1","D","Excellent",59.3,"Faint",FALSE,"6.54*6.57x3.89","Excellent","South Africa","Round","Excellent",60,"3","$ 9,905","$ 14,205"
"9806",1.01,"AGSL","SI1","I","Excellent",59.6,"None",FALSE,"6.53x6.56x3.9","Excellent","South Africa","Round","Excellent",60,"4","$ 7,795","$ 11,180"
"9807",1.01,"AGSL","VS2","G","Excellent",59.7,"None",FALSE,"6.52x6.55x3.9","Excellent","South Africa","Round","Excellent",60,"3","$ 9,025","$ 14,225"
"9808",1.01,"AGSL","SI2","G","Excellent",59.7,NA,FALSE,"6.53x6.56x3.91","Excellent","Botswana","Round","Excellent",60,"4","$ 7,505","$ 3,125"
"9809",1.01,"AGSL","SI2","J","Excellent",NA,"None",FALSE,"6.53x6.56x3.86","Very good","Australia","Round","Excellent",NA,"2","$ 5,910","$ 10,000"
"9810",1.01,"AGSL","SI2","J","Excellent",58.9,"None",FALSE,"6.55x6.57x3.86","Excellent","Botswana","Princess","Excellent",61,"2","$ 5,580","$ 7,920"
"9812",1.01,"AGSL","VS2","D","Very good",59.8,NA,FALSE,"6.48x6.49x3.88","Excellent","Botswana","Princess","Excellent",61,"2","$ 11,940","$ 16,360"
"9814",1.01,"AGSL","I1","F","Good",61.6,"None",FALSE,"6.35x6.39x3.92","Very good","Angola","Round","Very good",61,"2","$ 4,735","$ 8,015"
"9817",1.01,"AGSL","SI2","F","Very good",61.9,NA,FALSE,"6.38x6.43x3.96","Excellent","Angola","Radiant","Excellent",61,"4","$ 8,025","$ 12,040"
"9818",1.01,"AGSL","I1","G","Excellent",59.2,"None",FALSE,"6.55x6.59x3.89","Very good","Botswana","Princess","Very good",62,"1","$ 5,080","$ 8,595"
"9819",1.01,"AGSL","SI2","D","Very good",59.4,"None",FALSE,"6.53x6.56x3.89","Very good","Australia","Round","Very good",62,"4","$ 8,125","$ 13,645"
"9820",0.92,"AGSL","VS2","E","Excellent",62.3,"None",FALSE,"6.21x6.24x3.88","Excellent","Australia","ROUND","Excellent",56,"4","$ 7,790","$ 12,215"
"9821",0.92,"AGSL","VS2","F","Excellent",62.5,"None",FALSE,"6.2x6.21x3.88","Excellent","Botswana","Radiant","Excellent",NA,"2","$ 7,020","$ 10,335"
"9823",0.92,"AGSL","SI2","F","Excellent",61.8,NA,FALSE,"6.21x6.24x3.85","Excellent","Australia","Round","Excellent",57,"3","$ 5,515","$ 5,640"
"9824",0.92,"AGSL","SI2","E","Very good",62.1,"Medium",FALSE,"6.2x6.26x3.87","Very good","Russia","Round","Very good",57,"2","$ 5,935","$ 9,750"
"9825",0.92,"AGSL","VS2","F","Excellent",62.2,"None",FALSE,"6.2x6.23x3.87","Excellent","Angola","Emerald","Excellent",NA,"2","$ 7,020","$ 11,525"
"9826",0.92,"AGSL","SI2","F","Excellent",62.5,"None",FALSE,"6.19x6.23x3.88","Excellent","Botswana","Round","Excellent",NA,"2","$ 6,220","$ 10,150"
"9827",0.92,"NA","SI2","D","Very good",60.6,"None",FALSE,"6.23x6.28x3.79","Excellent","DR Congo","Round","Very good",58,"2","$ 6,215","$ 5,845"
"9828",0.92,"AGSL","SI2","I","Excellent",60.3,"None",FALSE,"6.28x6.32x3.8","Excellent","Australia","Round","Excellent",59,"1","$ 4,610","$ 7,565"
"9830",0.92,"AGSL","SI1","D","Excellent",NA,"None",FALSE,"6.22x6.24x3.85","Excellent","Botswana","Round","Excellent",NA,"4","$ 8,225","$ 11,225"
"9831",0.92,"NA","VS2","K","Excellent",62.2,"Medium",FALSE,"6.19x6.22x3.86","Excellent","Angola","Round","Excellent",59,"2","$ 2,915","$ 3,695"
"9833",0.92,"AGSL","I1","E","Very good",NA,"Faint",FALSE,"6.26x6.34x3.77","Very good","Russia","Round","Very good",61,"1","$ 4,335","$ 7,115"
"9834",0.92,"AGSL","I1","F","Excellent",61,"Medium",FALSE,"6.25x6.27x3.82","Excellent","Russia","Round","Excellent",61,"1","$ 4,215","$ 6,920"
"9835",0.92,"AGSL","SI1","L","Very good",61.1,"Faint",FALSE,"6.23x6.24x3.81","Very good","Russia","Round","Very good",NA,"1","$ 3,145","$ 5,160"
"9836",0.91,"AGSL","SI2","E","Very good",60.8,"Faint",FALSE,"6.25x6.29x3.81","Excellent","Russia","Round","Very good",NA,"2","$ 5,940","$ 9,755"
"9837",0.91,"AGSL","VS1","D","Very good",61.4,"None",FALSE,"6.22x6.24-3.83","Excellent","Botswana","Radiant","Very good",NA,"2","$ 9,745","$ 15,125"
"9838",0.91,"AGSL","SI2","H","Excellent",61.4,"None",FALSE,"6.23x6.24x3.83","Excellent","South Africa","Princess","Very good",56,"1","$ 5,160","$ 7,120"
"9839",0.91,"AGSL","SI1","I","Excellent",62.7,"None",FALSE,"6.18x6.2x3.88","Excellent","Russia","Oval ","Excellent",56,"1","$ 4,340","$ 9,035"
"9841",0.91,"AGSL","SI1","I","Excellent",62.1,"None",FALSE,"6.2x6.22x3.86","Excellent","DR Congo","Round","Excellent",57,"1","$ 4,915","$ 7,470"
"9842",0.91,"AGSL","VS1","K","Excellent",62.3,"Faint",FALSE,"6.19x6.21x3.86","Excellent","Botswana","Round","Excellent",57,"2","$ 3,800","$ 6,130"
"9843",0.91,"AGSL","SI2","H","Excellent",62.4,"None",FALSE,"6.19x6.23x3.88","Excellent","South Africa","Round","Excellent",57,"3","$ 5,160","$ 8,435"
"9845",0.91,"AGSL","SI2","H","Excellent",62.6,"None",FALSE,"6.15x6.19x3.86","Very good","Russia","Round","Very good",57,"2","$ 4,585","$ 7,530"
"9846",0.91,"AGSL","SI1","M","Very good",64.9,"None",FALSE,"6.04x6.08x3.93","Very good","Russia","Emerald","Very good",NA,"2","$ 2,700","$ 4,430"
"9848",0.91,"AGSL","VS2","H","Very good",61.9,"None",FALSE,"6.19x6.29x3.86","Excellent","Australia","Oval ","Good",58,"3","$ 4,990","$ 10,100"
"9849",0.91,"AGSL","SI2","E","Excellent",NA,"None",FALSE,"6.19x6.22x3.85","Excellent","DR Congo","Princess","Excellent",58,"2","$ 6,215","$ 7,545"
"9850",0.91,"AGSL","SI1","G","Excellent",62,"Faint",FALSE,"6.19x6.23x3.85","Excellent","Russia","Asscher","Excellent",58,"1","$ 5,735","$ 9,415"
"9851",0.91,"NA","SI2","G","Excellent",62.2,"Medium",FALSE,"6.19x6.22x3.86","Excellent","Other/Unknown","Round","Excellent",58,"2","$ 4,230","$ 7,825"
"9853",0.91,"AGSL","SI2","E","Excellent",NA,"Faint",FALSE,"6.32x6.35x3.78","Excellent","Botswana","Round","Excellent",59,"2","$ 6,350","$ 8,940"
"9855",0.91,"AGSL","SI1","D","Very good",NA,"None",FALSE,"6.2x6.25x3.81","Very good","Russia","Asscher","Very good",59,"2","$ 7,760","$ 12,745"
"9856",0.91,"AGSL","SI1","D","Excellent",61.2,"None",FALSE,"6.21x6.24x3.81","Excellent","Angola","Round","Excellent",59,"3","$ 6,945","$ 11,400"
"9857",0.91,"AGSL","SI1","E","Excellent",61.3,"None",TRUE,"6.19x6.23x3.81","Very good","DR Congo","Radiant","Excellent",59,"2","$ 6,070","$ 860"
"9858",0.91,"AGSL","SI2","F","Very good",NA,"None",FALSE,"6.1x6.12x3.86","Excellent","DR Congo","Round","Excellent",59,"2","$ 5,835","$ 9,390"
"9859",0.91,"AGSL","SI1","L","Good",65.2,"None",FALSE,"6x6.02x3.92","Very good","Russia","Emerald","Excellent",NA,"1","$ 3,185","$ 5,225"
"9860",0.91,"AGSL","SI2","G","Very good",60.6,"None",FALSE,"6.2x6.24x3.77","Excellent","Russia","Round","Excellent",60,"1","$ 5,260","$ 8,635"
"9861",0.91,"AGSL","SI1","H","Excellent",60.9,NA,FALSE,"6.22x6.25x3.8","Excellent","Russia","Oval","Excellent",60,"2","$ 5,455","$ 8,875"
"9863",0.9,"AGSL","SI2","H","Excellent",61.9,"None",FALSE,"6.17x6.2x3.83","Excellent","Botswana","Round","Excellent",57,"3","$ 5,270","$ 7,125"
"9864",0.9,"AGSL","VS2","G","Excellent",62.1,"None",FALSE,"6.16x6.2x3.84","Excellent","Botswana","Round","Excellent",57,"1","$ 6,280","$ 8,125"
"9865",0.9,"AGSL","VS2","L","Excellent",NA,"Faint",FALSE,"6.16x6.18x3.84","Excellent","Botswana","Round","Excellent",57,"1","$ 3,435","$ 5,585"
"9866",0.9,"NA","SI1","H","Very good",NA,"None",FALSE,"6.14x6.17x3.83","Excellent","DR Congo","Round","Excellent",NA,"3","$ 4,810","$ 6,010"
"9867",0.9,"NA","SI1","K","Excellent",NA,"None",FALSE,"6.15x6.18x3.84","Excellent","Russia","Round","Excellent",57,"2","$ 3,220","$ 3,875"
"9868",0.9,"AGSL","SI2","E","Very good",62.4,NA,FALSE,"6.16x6.18x3.85","Very good","Russia","Oval","Excellent",57,"2","$ 6,010","$ 7,040"
"9869",0.9,"AGSL","SI2","F","Excellent",62.4,"None",FALSE,"6.15x6.21x3.85","Excellent","Canada","Round","Excellent",57,"2","$ 6,085","$ 9,985"
"9871",0.9,"GemEx","SI1","D","Very good",62.5,"None",FALSE,"6.12x6.17x3.84","Very good","Russia","Round","Very good",57,"4","$ 6,960","$ 10,215"
"9872",0.9,"AGSL","SI1","D","Excellent",62.5,"None",FALSE,"6.16x6.2x3.86","Excellent","Other/Unknown","Round","Excellent",57,"4","$ 7,650","$ 11,145"
"9874",0.9,"AGSL","SI2","D","Excellent",62.7,"None",FALSE,"6.13x6.17x3.86","Excellent","Australia","Round","Excellent",57,"2","$ 6,615","$ 10,865"
"9875",0.9,"AGSL","SI2","E","Excellent",62.7,NA,FALSE,"6.14x6.16x3.85","Excellent","Russia","Round","Excellent",57,"2","$ 6,550","$ 9,905"
"9876",0.9,"AGSL","SI2","H","Excellent",NA,"None",FALSE,"6.09x6.14x3.85","Excellent","South Africa","Asscher","Excellent",57,"1","$ 4,990","$ 8,160"
"9877",0.8,"AGSL","SI1","D","Excellent",60.7,"Faint",FALSE,"5.97x6x3.64","Excellent","Zimbabwe","Round","Excellent",58,"3","$ 5,200","$ 8,270"
"9880",0.8,"AGSL","SI1","D","Excellent",61.9,"None",FALSE,"5.94x5.96x3.68","Excellent","Canada","Round","Very good",58,"3","$ 5,465","$ 8,975"
"9884",0.8,"AGSL","SI2","G","Excellent",62.3,"None",FALSE,"5.9x5.93x3.69","Excellent","Russia","Round","Excellent",58,"2","$ 3,665","$ 6,020"
